datasheet_id,line,ability_id,model,name,description,type,parameter
43,3,,,Clankin’ Forward,"Each time this model makes a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move, it can move over enemy models (excluding <span class=""kwb"">MONSTER</span> and <span class=""kwb"">VEHICLE</span> models) and <a href=""/wh40k10ed/the-rules/core-rules/#Terrain-Features-1"">terrain features</a> that are 4"" or less in height as if they were not there.",Datasheet,
43,4,,,Big an’ Stompy,"Each time this model makes a melee attack, if the <span class=""tooltip00008"" data-tooltip-content=""#tooltip_content00008""><span class=""tt kwbu"">Waaagh!</span></span> is active for your army, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",Datasheet,
44,1,3676,,,,Faction,
44,2,,,Dat’s Our Loot!,"Each time a model in this unit makes a ranged attack, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> of 1. If that attack targets a unit that is within range of an <a href=""/wh40k10ed/the-rules/core-rules/#Objective-Markers"">objective marker</a>, you can re-roll the Hit roll instead.",Datasheet,
45,1,3676,,,,Faction,
45,2,,,Gun-crazy Show-offs,"Each time a model in this unit targets the closest eligible target with its snazzgun, until the end of the phase, that weapon has an Attacks characteristic of 4.",Datasheet,
45,3,,,Ammo Runt,"Once per battle, when this unit is selected to shoot, it can use this ability. If it does, until the end of the phase, ranged weapons equipped by models in this unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> ability.<br><br><b>Designer’s Note:</b> <i>Place an Ammo Runt token next to the unit, removing it after this ability has been used.</i>",Wargear,
46,1,8339,,,,Core,2D6
46,2,3676,,,,Faction,
46,3,,,Waaagh! Effigy (Aura),"While a friendly <span class=""kwb"">ORKS</span> unit is within 12"" of this model, each time you take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a> for that unit, add 1 to that test.",Datasheet,
46,4,,,Stompin’ Forward,"Each time this model makes a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move, it can move over models (excluding <span class=""kwb"">TITANIC</span> models) and <a href=""/wh40k10ed/the-rules/core-rules/#Terrain-Features-1"">terrain features</a> that are 4"" or less in height as if they were not there.",Datasheet,
49,1,8339,,,,Core,1
49,2,3676,,,,Faction,
49,3,,,Scatter!,"Once per turn, when an enemy unit ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move within 9"" of this unit, if this unit is not within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more enemy units, it can make a Normal move of up to 6"".",Datasheet,
50,1,8339,,,,Core,D3
50,2,3676,,,,Faction,
50,3,,,Bizarrely Resilient,"Each time an attack targets this model, worsen the Armour Penetration characteristic of that attack by 1.",Datasheet,
51,1,8339,,,,Core,D6
51,2,8334,,,,Core,10
51,3,3676,,,,Faction,
51,4,,,Trample,"Each time this model is selected to fight, you can select one enemy unit within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of it and roll one D6, adding 2 to the result if this model made a <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge move</a> this turn: on a 4-5, that enemy unit suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; on a 6+, that enemy unit suffers 3 mortal wounds.",Datasheet,
52,1,8339,,,,Core,D6
52,2,3676,,,,Faction,
52,3,,,Mekaniak,"At the end of your <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, you can select one friendly <span class=""tooltip00179"" data-tooltip-content=""#tooltip_content00179"" data-tooltip-anchor=""#tooltip_content00179""><span class=""kwb"">ORKS</span> <span class=""kwb"">VEHICLE</span></span> model within 3"" of this model. That <span class=""kwb"">VEHICLE</span> model regains up to D3 lost wounds, and, until the start of your next Movement phase, each time that <span class=""kwb"">VEHICLE</span> model makes an attack, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. Each model can only be selected for this ability once per turn.",Datasheet,
52,4,,,Dead Rippy,"If this model is equipped with 2 dread killsaws, those weapons have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">[TWIN-LINKED]</a></span> ability. If this model is equipped with 2 dread rippa klaws, those weapons have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">[TWIN-LINKED]</a></span> ability.",Datasheet,
53,1,8339,,,,Core,D6
53,2,3676,,,,Faction,
53,3,,,"Da Bigger Dey Are, da Better Dey Drop","Each time an attack made with this model’s lifta-droppa destroys an enemy model that has the <a href=""/wh40k10ed/the-rules/core-rules/#Assault"">Deadly Demise</a> ability, that model’s Deadly Demise ability inflicts <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a> on a D6 roll of 3+ instead of on a 6.",Datasheet,
54,1,8339,,,,Core,D3
54,2,8334,,,,Core,12
54,3,3676,,,,Faction,
54,4,,,Spiked Ram,"Each time this model ends a <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge move</a>, select one enemy unit within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of it and roll one D6: on a 2-5, that enemy unit suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; on a 6, that enemy unit suffers 3 mortal wounds.",Datasheet,
55,1,8339,,,,Core,D6
55,2,8334,,,,Core,6
55,3,3676,,,,Faction,
55,4,,,Big Booms,"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, just after selecting a target for this model’s supa-kannon, roll one D6 for the target unit and every other unit within 3"" of that unit: on a 5+, the unit being rolled for is struck by a concussive wave. After this model has finished making its attacks against that target unit this phase, each unit struck by a concussive wave this phase suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>.",Datasheet,
56,1,8339,,,,Core,D6+2
56,2,3676,,,,Faction,
56,3,,,Wall of Dakka,"Each time this model makes a ranged attack that targets a unit within half range, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",Datasheet,
57,1,8339,,,,Core,D3
57,2,8343,,,,Core,
57,3,8334,,,,Core,12
57,4,3676,,,,Faction,
57,5,,,Big Bomms,"Once per battle, after the bearer ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can select one enemy unit it moved across during that move and roll six D6: for each 4+, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.",Wargear,
57,6,,,Aerial Deployment,"If this model starts the game in <a href=""/wh40k10ed/the-rules/core-rules/#Strategic-Reserves"">Strategic Reserves</a>, it can be set up in the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements step</a> of your first, second or third <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, regardless of any mission rules.",Datasheet,
59,1,8339,,,,Core,2D6
59,2,8334,,,,Core,20
59,3,3676,,,,Faction,
59,4,,,Gargantuan,"Each time this model makes a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move, it can move over models (excluding <span class=""kwb"">TITANIC</span> models) and <a href=""/wh40k10ed/the-rules/core-rules/#Terrain-Features-1"">terrain features</a> that are 4"" or less in height as if they were not there.",Datasheet,
59,5,,,Walking Bastion,"This model does not suffer the penalty to its <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit rolls</a> for making ranged attacks while enemy units are within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of it.",Datasheet,
60,1,8346,,,,Core,
60,2,8350,,,,Faction,
60,3,,,Surgical Precision,"While this model is leading a unit, weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> ability.",Datasheet,
60,4,,,Vivispectrum,"If this model’s unit destroys an enemy unit as the result of a melee attack, until the end of the battle, this model has an Objective Control characteristic of 9.",Datasheet,
61,1,8350,,,,Faction,
61,2,,,Astartes Shield,"The bearer has a 4+ <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>.",Wargear,
61,3,,,Chainsword Doctrines,"Each time this unit is selected to fight, select one of the following abilities to apply to all Astartes chainswords equipped by models in this unit until the end of the phase: <br><ul><li><span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">[SUSTAINED HITS 1]</a></span> </li><li><span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> </li><li><span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lance"">[LANCE]</a></span></li></ul>",Datasheet,
63,1,8346,,,,Core,
63,2,8350,,,,Faction,
63,3,,,Narthecium,"While this model is leading a unit, in your <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, you can return 1 destroyed model (excluding <span class=""tooltip00395"" data-tooltip-content=""#tooltip_content00395"" data-tooltip-anchor=""#tooltip_content00395""><span class=""kwb"">CHARACTER</span></span> models) to that unit.",Datasheet,
63,4,,,Gene-seed Recovery,"When this model’s <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Bodyguard</a> unit is destroyed, roll one D6: on a 2+, you gain 1CP.",Datasheet,
64,1,8343,,,,Core,
64,2,8350,,,,Faction,
64,3,,,Astartes Shield,"The bearer has a 4+ <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>.",Wargear,
64,4,,,Hammer of Wrath,"Each time this unit ends a <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge move</a>, select one enemy unit within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of it and roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.",Datasheet,
65,1,8339,,,,Core,D6
65,2,8350,,,,Faction,
65,3,,,Assault Ramp,"Each time a unit <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn.",Datasheet,
65,4,,,One Shot,The bearer can only shoot with this weapon once per battle.,Wargear profile,
66,1,8339,,,,Core,D6
66,2,8350,,,,Faction,
66,3,,,Assault Ramp,"Each time a unit <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn.",Datasheet,
66,4,,,One Shot,The bearer can only shoot with this weapon once per battle.,Wargear profile,
67,1,8339,,,,Core,D6
67,2,8350,,,,Faction,
67,3,,,Rites of Battle,"Once per <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle round</a>, one unit from your army with this ability can use it when its unit is targeted with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>. If it does, reduce the CP cost of that use of that Stratagem by 1CP.",Datasheet,
67,4,,,Assault Ramp,"Each time a unit <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this model after it has made a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, that unit is still eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> this turn.",Datasheet,
67,5,,,One Shot,The bearer can only shoot with this weapon once per battle.,Wargear profile,
68,1,8343,,,,Core,
68,2,8350,,,,Faction,
68,3,,,Suppression Fire,"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this unit has shot, select one enemy unit hit by one or more of those attacks made with an accelerator autocannon. Until the start of your next turn, while this unit is on the battlefield, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",Datasheet,
70,1,8350,,,,Faction,
70,2,,,Combat Squads,"At the start of the <a href=""/wh40k10ed/the-rules/core-rules/#Declare-Battle-Formations"">Declare Battle Formations</a> step, before any units have been set up, this unit can be split into two units, each containing five models.",Datasheet,
71,1,8350,,,,Faction,
71,2,,,Bladeguard,"At the start of the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>, you can select one of the following abilities to apply to models in this unit until the end of the phase: <br><ul><li><b>Swords of the Chapter:</b> Each time a model in this unit makes a melee attack, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> of 1. </li><li><b>Shields of the Chapter:</b> Each time an <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable saving throw</a> is made for a model in this unit, re-roll a saving throw of 1.</li></ul>",Datasheet,
72,1,8339,,,,Core,D6
72,2,8342,,,,Core,
72,3,8350,,,,Faction,
72,4,,,Into the Foe,"If a unit <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarks</a> from this <span class=""kwb"">TRANSPORT</span> before it moves, until the end of the turn, that unit is <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">eligible to charge</a> in a turn in which it <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advanced</a>.",Datasheet,
73,1,8346,,,,Core,
73,2,8350,,,,Faction,
73,3,,,Relic Shield,The bearer has a Wounds characteristic of 6.,Wargear,
73,4,,,Rites of Battle,"Once per <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle round</a>, one unit from your army with this ability can use it when its unit is targeted with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>. If it does, reduce the CP cost of that use of that Stratagem by 1CP.",Datasheet,
73,5,,,Finest Hour,"Once per battle, at the start of the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>, this model can use this ability. If it does, until the end of the phase, add 3 to the Attacks characteristic of melee weapons equipped by this model and those weapons have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">[DEVASTATING WOUNDS]</a></span> ability.",Datasheet,
